홀 번호,Par,합계 (Total SG),원본 SG,샷 상세 내역 (샷:위치:점수)
9142,3,2.15,2.1450000000000005,"1타 [TE] (0.24점) -> 2타 [FW / 20] (2.53점) -> 3타 [OB] (0.25점) -> 4타 [FB / 42] (0.34점) -> 5타 [GR / 14] (-1.21점)"
9143,3,0.48,0.4750000000000001,"1타 [TE] (0.35점) -> 2타 [GA / 16] (-0.08점) -> 3타 [FW / 94] (-0.09점) -> 4타 [GR / 4] (1.35점) -> 5타 [GR / 10] (-1.05점)"
9144,3,5.09,5.085,"1타 [TE] (0.88점) -> 2타 [RO / 54] (0.59점) -> 3타 [RO / 16] (1.25점) -> 4타 [PS] (0.2점) -> 5타 [RO / 46] (0.52점) -> 6타 [GA / 12] (0.5점) -> 7타 [GR / 6] (1.05점) -> 8타 [GR / 7] (1점) -> 9타 [GR / 7] (-0.9점)"
9147,3,6.76,6.755,"1타 [TE] (1.08점) -> 2타 [RO / 98] (0.72점) -> 3타 [FW / 95] (0.31점) -> 4타 [GA / 9] (0.25점) -> 5타 [FW / 39] (0.33점) -> 6타 [FW / 78] (0.55점) -> 7타 [FB / 144] (-0.12점) -> 8타 [FB / 72] (0.98점) -> 9타 [FB / 72] (0.35점) -> 10타 [GA / 20] (0.58점) -> 11타 [FB / 35] (0.61점) -> 12타 [RO / 39] (1.13점) -> 13타 [RO / 39] (1점) -> 14타 [PS] (-0.15점) -> 15타 [GR / 6] (-0.85점)"
9148,4,2.23,2.2299999999999995,"1타 [TE] (2점) -> 2타 [OB] (-0.25점) -> 3타 [RO / 35] (0.48점) -> 4타 [GA / 11] (0.43점) -> 5타 [FB / 158] (-0.48점) -> 6타 [FW / 123] (0.38점) -> 7타 [FB / 132] (-0.62점) -> 8타 [GR / 4] (1.25점) -> 9타 [GR / 8] (-0.95점)"
9151,3,4.33,4.33,"1타 [TE] (1.2점) -> 2타 [RO / 39] (1.13점) -> 3타 [RO / 39] (0.3점) -> 4타 [GR / 18] (0.6점) -> 5타 [GR / 7] (0.45점) -> 6타 [GR / 2] (1.25점) -> 7타 [GR / 3] (-0.6점)"
9154,5,0.75,0.7500000000000002,"1타 [TE] (0.35점) -> 2타 [GB / 1] (0점) -> 3타 [GR / 3] (1.1점) -> 4타 [GR / 4] (-0.7점)"
9155,3,3.1,3.0949999999999998,"1타 [TE] (1.13점) -> 2타 [RO / 102] (0.22점) -> 3타 [GA / 14] (0.2점) -> 4타 [RO / 128] (0.35점) -> 5타 [FB / 23] (1.2점) -> 6타 [FB / 23] (1점) -> 7타 [PA] (0.26점) -> 8타 [GR / 16] (-1.26점)"
9157,5,-0.4,-0.3999999999999998,"1타 [TE] (0.75점) -> 2타 [TE] (0.35점) -> 3타 [GA / 11] (-0.77점) -> 4타 [RO / 78] (-0.98점) -> 5타 [FW / 80] (0.16점) -> 6타 [GR / 7] (1.05점) -> 7타 [GR / 8] (-0.95점)"
9158,5,0.75,0.75,"1타 [TE] (-0.3점) -> 2타 [GR / 8] (1.05점) -> 3타 [GR / 9] (1점) -> 4타 [GR / 9] (-1점)"
9159,4,1.35,1.35,"1타 [TE] (-0.65점) -> 2타 [GA / 23] (1점) -> 3타 [PS] (0.32점) -> 4타 [GR / 20] (0.53점) -> 5타 [GR / 6] (0.25점) -> 6타 [GR / 1] (-0.1점)"
9163,3,3.95,3.9450000000000003,"1타 [TE] (0.6점) -> 2타 [FW / 52] (1.58점) -> 3타 [FB / 108] (0.18점) -> 4타 [GA / 22] (0.25점) -> 5타 [FB / 110] (0.35점) -> 6타 [FB / 27] (0.4점) -> 7타 [RO / 66] (0.28점) -> 8타 [RO / 45] (1.18점) -> 9타 [PS] (-0.08점) -> 10타 [FW / 104] (0.26점) -> 11타 [GA / 1] (0.2점) -> 12타 [RO / 123] (-0.05점) -> 13타 [GR / 13] (-1.18점)"
9164,4,5.53,5.5249999999999995,"1타 [TE] (1점) -> 2타 [PS] (0.03점) -> 3타 [RO / 84] (1.07점) -> 4타 [FW / 150] (0.01점) -> 5타 [GA / 6] (-0.12점) -> 6타 [RO / 54] (-0.05점) -> 7타 [RO / 45] (0.52점) -> 8타 [GA / 21] (1.25점) -> 9타 [GB / 11] (0.2점) -> 10타 [RO / 157] (-0.3점) -> 11타 [FB / 84] (0.35점) -> 12타 [FB / 159] (-0.15점) -> 13타 [RO / 136] (0.05점) -> 14타 [RO / 145] (1.68점) -> 15타 [OB] (0점)"
9165,5,-0.17,-0.17499999999999982,"1타 [TE] (0.1점) -> 2타 [GA / 12] (1점) -> 3타 [PS] (-1.52점) -> 4타 [RO / 10] (0.9점) -> 5타 [GB / 27] (0.56점) -> 6타 [GR / 14] (-1.21점)"
9167,3,6.33,6.33,"1타 [TE] (1점) -> 2타 [FW / 136] (1.25점) -> 3타 [FB / 32] (1.11점) -> 4타 [RO / 85] (1.98점) -> 5타 [OB] (0.7점) -> 6타 [FW / 77] (1.33점) -> 7타 [FB / 72] (0.29점) -> 8타 [GR / 19] (-1.31점)"
9170,3,6.35,6.35,"1타 [TE] (1.38점) -> 2타 [RO / 153] (0.22점) -> 3타 [GB / 13] (0.65점) -> 4타 [FW / 35] (1.01점) -> 5타 [GB / 14] (0.25점) -> 6타 [FB / 66] (0.28점) -> 7타 [FW / 30] (0.93점) -> 8타 [RO / 20] (0.5점) -> 9타 [FB / 46] (0.38점) -> 10타 [FB / 74] (0.51점) -> 11타 [RO / 39] (0.33점) -> 12타 [RO / 99] (0.93점) -> 13타 [RO / 99] (-0.2점) -> 14타 [GR / 5] (-0.8점)"
9171,3,6.5,6.499999999999999,"1타 [TE] (1.38점) -> 2타 [FB / 145] (0.8점) -> 3타 [RO / 115] (0.42점) -> 4타 [GB / 14] (-0.08점) -> 5타 [FW / 130] (-0.07점) -> 6타 [FW / 126] (0.66점) -> 7타 [GB / 2] (0.85점) -> 8타 [GA / 27] (0.69점) -> 9타 [GR / 12] (0.56점) -> 10타 [GR / 4] (1.3점) -> 11타 [GR / 9] (0.35점) -> 12타 [GR / 2] (-0.35점)"
9172,3,6.59,6.589999999999999,"1타 [TE] (0.65점) -> 2타 [GB / 30] (0.69점) -> 3타 [RO / 12] (0.15점) -> 4타 [GR / 7] (0.45점) -> 5타 [GR / 2] (1.65점) -> 6타 [GR / 9] (0.6점) -> 7타 [GR / 3] (1.1점) -> 8타 [GR / 4] (1.1점) -> 9타 [GR / 5] (0.8점) -> 10타 [GR / 3] (-0.6점)"
9175,3,0.78,0.7750000000000001,"1타 [TE] (0.65점) -> 2타 [FW / 65] (0.96점) -> 3타 [GB / 21] (0.2점) -> 4타 [RO / 81] (0.21점) -> 5타 [GR / 15] (-1.24점)"
9176,5,0.1,0.10000000000000009,"1타 [TE] (-0.15점) -> 2타 [GA / 4] (-0.65점) -> 3타 [FW / 151] (-0.04점) -> 4타 [GR / 10] (0.85점) -> 5타 [GR / 7] (0.8점) -> 6타 [GR / 4] (-0.7점)"
9179,3,3.35,3.3499999999999996,"1타 [TE] (1.27점) -> 2타 [RO / 137] (0.07점) -> 3타 [GA / 15] (1점) -> 4타 [PS] (0.1점) -> 5타 [GA / 8] (1.21점) -> 6타 [GR / 19] (0.49점) -> 7타 [GR / 5] (-0.8점)"
9182,3,1.98,1.975,"1타 [TE] (1.43점) -> 2타 [FB / 155] (0.23점) -> 3타 [GB / 30] (-0.08점) -> 4타 [FW / 61] (0.28점) -> 5타 [FW / 90] (0.13점) -> 6타 [FW / 134] (0.61점) -> 7타 [GB / 8] (0점) -> 8타 [GR / 3] (-0.6점)"
9183,5,0.75,0.7499999999999998,"1타 [TE] (0.75점) -> 2타 [TE] (0.6점) -> 3타 [GB / 12] (0.7점) -> 4타 [GR / 18] (-1.3점)"
9184,3,2.5,2.5,"1타 [TE] (0.88점) -> 2타 [RO / 50] (0.23점) -> 3타 [GA / 4] (1.5점) -> 4타 [GB / 11] (0.75점) -> 5타 [GA / 16] (-0.08점) -> 6타 [FW / 86] (0.51점) -> 7타 [FB / 121] (0.04점) -> 8타 [GR / 20] (-1.32점)"
9185,5,-0.25,-0.25,"1타 [TE] (0.2점) -> 2타 [GA / 27] (0.76점) -> 3타 [GR / 14] (-1.21점)"
9186,5,1.65,1.65,"1타 [TE] (-0.95점) -> 2타 [FW / 146] (0.68점) -> 3타 [RO / 22] (1.25점) -> 4타 [PS] (0.6점) -> 5타 [GB / 3] (0.2점) -> 6타 [RO / 109] (0.88점) -> 7타 [RO / 109] (0.14점) -> 8타 [GR / 12] (-1.14점)"
9188,3,7.05,7.05,"1타 [TE] (1.38점) -> 2타 [RO / 150] (0.7점) -> 3타 [RO / 96] (0.27점) -> 4타 [GA / 17] (0.2점) -> 5타 [RO / 101] (0.53점) -> 6타 [GB / 26] (-0.08점) -> 7타 [FW / 122] (0.2점) -> 8타 [GR / 12] (0.81점) -> 9타 [GR / 8] (1.05점) -> 10타 [GR / 9] (0.8점) -> 11타 [GR / 5] (1.1점) -> 12타 [GR / 7] (0.2점) -> 13타 [GR / 1] (-0.1점)"
9190,4,0.1,0.09999999999999998,"1타 [TE] (-0.36점) -> 2타 [FW / 64] (0.46점) -> 3타 [GA / 6] (0.08점) -> 4타 [RO / 94] (0.24점) -> 5타 [GR / 19] (0.59점) -> 6타 [GR / 7] (-0.9점)"
9191,4,11.88,11.879999999999999,"1타 [TE] (-0.53점) -> 2타 [FW / 35] (1.69점) -> 3타 [RO / 133] (1.73점) -> 4타 [OB] (0.6점) -> 5타 [GB / 24] (0.72점) -> 6타 [GR / 20] (0.48점) -> 7타 [GR / 5] (1.25점) -> 8타 [GR / 10] (0.75점) -> 9타 [GR / 5] (0.3점) -> 10타 [GR / 1] (1.25점) -> 11타 [GR / 2] (1.25점) -> 12타 [GR / 3] (1.45점) -> 13타 [GR / 10] (0.95점) -> 14타 [GR / 9] (1.05점) -> 15타 [GR / 10] (-1.05점)"
9192,5,-1.25,-1.25,"1타 [TE] (0.07점) -> 2타 [GR / 20] (-1.32점)"
9193,5,1.75,1.7500000000000002,"1타 [TE] (0.2점) -> 2타 [GA / 30] (0.4점) -> 3타 [GR / 6] (1.15점) -> 4타 [GR / 9] (0.95점) -> 5타 [GR / 8] (-0.95점)"
9194,4,7.15,7.149999999999999,"1타 [TE] (0.38점) -> 2타 [RO / 151] (0.85점) -> 3타 [RO / 124] (0.38점) -> 4타 [GB / 13] (0.25점) -> 5타 [FB / 98] (-0.25점) -> 6타 [FB / 43] (0.73점) -> 7타 [GB / 17] (1점) -> 8타 [GB / 25] (0.2점) -> 9타 [RO / 150] (0.63점) -> 10타 [RO / 150] (1점) -> 11타 [PA] (-0.15점) -> 12타 [GR / 6] (0.85점) -> 13타 [GR / 4] (1점) -> 14타 [GR / 4] (1.2점) -> 15타 [GR / 7] (-0.9점)"
9197,3,4.97,4.965000000000001,"1타 [TE] (0.8점) -> 2타 [FW / 99] (0.64점) -> 3타 [FB / 13] (0.4점) -> 4타 [RO / 107] (-0.2점) -> 5타 [FW / 84] (0.46점) -> 6타 [RO / 77] (0.28점) -> 7타 [FB / 122] (0.31점) -> 8타 [FB / 33] (2.08점) -> 9타 [OB] (1점) -> 10타 [PS] (0.25점) -> 11타 [FB / 75] (0.24점) -> 12타 [GR / 16] (-1.26점)"
9198,4,2.35,2.35,"1타 [TE] (-0.12점) -> 2타 [RO / 50] (0.48점) -> 3타 [GA / 19] (0.08점) -> 4타 [RO / 99] (0.02점) -> 5타 [GA / 7] (0.9점) -> 6타 [GR / 9] (0.1점) -> 7타 [GR / 1] (1.75점) -> 8타 [GR / 6] (-0.85점)"
9200,5,1.75,1.75,"1타 [TE] (-0.15점) -> 2타 [GR / 11] (0.25점) -> 3타 [GR / 2] (1.5점) -> 4타 [GR / 6] (0.25점) -> 5타 [GR / 1] (-0.1점)"
9201,5,2.75,2.75,"1타 [TE] (-0.15점) -> 2타 [GA / 3] (0.8점) -> 3타 [GR / 7] (1.05점) -> 4타 [GR / 8] (0.75점) -> 5타 [GR / 4] (0.65점) -> 6타 [GR / 2] (-0.35점)"
9202,5,5.45,5.45,"1타 [TE] (0.1점) -> 2타 [GA / 16] (1.1점) -> 3타 [GA / 29] (-1.1점) -> 4타 [FW / 61] (0.64점) -> 5타 [GR / 17] (0.32점) -> 6타 [GR / 3] (1.4점) -> 7타 [GR / 9] (0.85점) -> 8타 [GR / 6] (0.75점) -> 9타 [GR / 3] (1.45점) -> 10타 [GR / 10] (0.9점) -> 11타 [GR / 8] (-0.95점)"
9203,4,7.06,7.064999999999999,"1타 [TE] (-0.65점) -> 2타 [GA / 22] (0.18점) -> 3타 [RO / 118] (0.42점) -> 4타 [GB / 23] (0.66점) -> 5타 [FW / 43] (2.46점) -> 6타 [OB] (0.28점) -> 7타 [GR / 17] (-0.18점) -> 8타 [GR / 1] (1.75점) -> 9타 [GR / 6] (1.1점) -> 10타 [GR / 8] (1.05점) -> 11타 [GR / 9] (0.1점) -> 12타 [GR / 1] (-0.1점)"
9206,5,4.75,4.750000000000001,"1타 [TE] (0.35점) -> 2타 [GB / 23] (0.3점) -> 3타 [GR / 7] (1.05점) -> 4타 [GR / 8] (1점) -> 5타 [GR / 8] (0.65점) -> 6타 [GR / 3] (1.3점) -> 7타 [GR / 7] (0.7점) -> 8타 [GR / 3] (-0.6점)"
9209,4,3.97,3.9749999999999996,"1타 [TE] (-0.2점) -> 2타 [FB / 11] (0점) -> 3타 [FB / 18] (0.08점) -> 4타 [FB / 46] (0.23점) -> 5타 [GA / 8] (0.28점) -> 6타 [RO / 131] (0점) -> 7타 [FB / 128] (-0.73점) -> 8타 [FW / 41] (0.81점) -> 9타 [GA / 16] (1.25점) -> 10타 [GB / 7] (0.25점) -> 11타 [FB / 62] (0.02점) -> 12타 [FW / 131] (2.01점) -> 13타 [OB] (-0.01점) -> 14타 [FW / 134] (0점) -> 15타 [FW / 130] (0.01점)"
9213,3,1.76,1.76,"1타 [TE] (0.23점) -> 2타 [FW / 19] (0.84점) -> 3타 [GR / 19] (0.74점) -> 4타 [GR / 10] (1점) -> 5타 [GR / 10] (-1.05점)"
9214,3,0.37,0.3749999999999999,"1타 [TE] (0.35점) -> 2타 [GA / 11] (0.25점) -> 3타 [FB / 116] (-0.02점) -> 4타 [GR / 14] (0.69점) -> 5타 [GR / 7] (-0.9점)"
9215,3,1.57,1.5650000000000002,"1타 [TE] (0.45점) -> 2타 [GA / 28] (0.9점) -> 3타 [GA / 22] (0.49점) -> 4타 [FB / 15] (0.8점) -> 5타 [GB / 7] (0.2점) -> 6타 [RO / 133] (-0.02점) -> 7타 [GR / 16] (-1.26점)"
9220,4,5.92,5.924999999999999,"1타 [TE] (-0.53점) -> 2타 [FW / 11] (0.88점) -> 3타 [GA / 19] (0.23점) -> 4타 [FB / 116] (-0.75점) -> 5타 [FW / 14] (1.13점) -> 6타 [GB / 8] (-0.08점) -> 7타 [FW / 124] (0.15점) -> 8타 [FW / 157] (0.01점) -> 9타 [GA / 5] (1.35점) -> 10타 [GA / 27] (0.76점) -> 11타 [GR / 14] (0.84점) -> 12타 [GR / 10] (0.95점) -> 13타 [GR / 9] (0.85점) -> 14타 [GR / 6] (1.1점) -> 15타 [GR / 8] (-0.95점)"
9221,3,2.68,2.6800000000000006,"1타 [TE] (0.24점) -> 2타 [FW / 26] (0.63점) -> 3타 [GA / 4] (-0.08점) -> 4타 [FW / 117] (0.64점) -> 5타 [RO / 31] (0.05점) -> 6타 [FW / 93] (-0.09점) -> 7타 [GR / 4] (0.65점) -> 8타 [GR / 2] (1.7점) -> 9타 [GR / 10] (-1.05점)"
9224,5,2.45,2.45,"1타 [TE] (1.75점) -> 2타 [OB] (-0.37점) -> 3타 [FB / 145] (0.07점) -> 4타 [GA / 30] (1점) -> 5타 [GA / 30] (-0.15점) -> 6타 [GR / 6] (0.85점) -> 7타 [GR / 4] (-0.7점)"
9225,4,5.1,5.1,"1타 [TE] (-0.9점) -> 2타 [GA / 2] (2점) -> 3타 [OB] (2점) -> 4타 [OB] (-0.36점) -> 5타 [FW / 66] (-0.05점) -> 6타 [FW / 55] (0.38점) -> 7타 [FB / 63] (2.03점) -> 8타 [OB] (0.6점) -> 9타 [GB / 12] (0.66점) -> 10타 [GR / 16] (-1.26점)"
9226,5,1.75,1.75,"1타 [TE] (-0.65점) -> 2타 [GR / 3] (1.25점) -> 3타 [GR / 6] (0.75점) -> 4타 [GR / 3] (1.4점) -> 5타 [GR / 9] (-1점)"
9229,5,-0.25,-0.2500000000000001,"1타 [TE] (0.1점) -> 2타 [GA / 15] (0.79점) -> 3타 [GR / 12] (-1.14점)"
9230,5,4.78,4.775,"1타 [TE] (1.75점) -> 2타 [OB] (0.6점) -> 3타 [GB / 15] (0.4점) -> 4타 [PS] (1점) -> 5타 [PS] (-1.5점) -> 6타 [FW / 16] (-0.37점) -> 7타 [GR / 1] (1.5점) -> 8타 [GR / 3] (1.45점) -> 9타 [GR / 10] (0.05점) -> 10타 [GR / 1] (-0.1점)"
9233,5,4.08,4.075,"1타 [TE] (-1.45점) -> 2타 [FW / 41] (1.58점) -> 3타 [RO / 109] (0.48점) -> 4타 [GB / 20] (-0.08점) -> 5타 [FW / 71] (-0.9점) -> 6타 [FW / 47] (1.46점) -> 7타 [FW / 47] (0점) -> 8타 [GR / 9] (0.85점) -> 9타 [GR / 6] (0.85점) -> 10타 [GR / 4] (1.15점) -> 11타 [GR / 6] (1.2점) -> 12타 [GR / 10] (-1.05점)"
9236,5,1.75,1.7499999999999996,"1타 [TE] (-0.4점) -> 2타 [GR / 6] (1점) -> 3타 [GR / 6] (1.05점) -> 4타 [GR / 7] (0.7점) -> 5타 [GR / 3] (-0.6점)"
9237,5,2.75,2.75,"1타 [TE] (-0.11점) -> 2타 [GR / 12] (0.71점) -> 3타 [GR / 6] (0.75점) -> 4타 [GR / 3] (1.35점) -> 5타 [GR / 8] (0.75점) -> 6타 [GR / 4] (-0.7점)"
9238,3,1.03,1.0250000000000001,"1타 [TE] (0.02점) -> 2타 [FW / 11] (1.53점) -> 3타 [FW / 11] (0.25점) -> 4타 [FB / 158] (-0.22점) -> 5타 [RO / 41] (0.38점) -> 6타 [RO / 67] (-0.12점) -> 7타 [GR / 5] (-0.8점)"
9240,5,2.1,2.1,"1타 [TE] (-1.02점) -> 2타 [RO / 71] (0.77점) -> 3타 [FW / 87] (0.86점) -> 4타 [GB / 13] (0.2점) -> 5타 [RO / 76] (-1.35점) -> 6타 [FB / 12] (-0.22점) -> 7타 [RO / 144] (0.13점) -> 8타 [GA / 26] (-0.65점) -> 9타 [FW / 158] (0.51점) -> 10타 [GB / 11] (-0.08점) -> 11타 [FW / 123] (0.66점) -> 12타 [GB / 22] (0.95점) -> 13타 [RO / 51] (-0.5점) -> 14타 [RO / 102] (1.88점) -> 15타 [OB] (0점)"
9242,4,3.66,3.6599999999999993,"1타 [TE] (-0.11점) -> 2타 [FW / 115] (2.11점) -> 3타 [OB] (0.65점) -> 4타 [GB / 28] (0.93점) -> 5타 [FB / 38] (0.18점) -> 6타 [FW / 157] (0.56점) -> 7타 [GB / 29] (0.59점) -> 8타 [GR / 15] (-1.24점)"
9243,3,4.62,4.615000000000001,"1타 [TE] (0.6점) -> 2타 [GB / 13] (1점) -> 3타 [GB / 3] (1점) -> 4타 [GB / 9] (-0.08점) -> 5타 [FW / 135] (-0.07점) -> 6타 [FW / 96] (0.13점) -> 7타 [FW / 76] (0.75점) -> 8타 [RO / 15] (0.45점) -> 9타 [RO / 83] (0.22점) -> 10타 [FB / 140] (-0.28점) -> 11타 [GR / 11] (0.8점) -> 12타 [GR / 7] (1.15점) -> 13타 [GR / 10] (-1.05점)"
9245,3,3.35,3.35,"1타 [TE] (0.35점) -> 2타 [GA / 11] (2점) -> 3타 [OB] (1점) -> 4타 [OB] (-0.1점) -> 5타 [GR / 7] (0.7점) -> 6타 [GR / 3] (-0.6점)"
9246,5,2.01,2.005,"1타 [TE] (0.75점) -> 2타 [TE] (2점) -> 3타 [OB] (-1.26점) -> 4타 [FW / 36] (1.5점) -> 5타 [FW / 130] (-0.52점) -> 6타 [FW / 23] (1.53점) -> 7타 [PS] (-0.87점) -> 8타 [FB / 41] (-0.8점) -> 9타 [FB / 30] (-0.44점) -> 10타 [RO / 129] (0.12점) -> 11타 [GA / 13] (1점) -> 12타 [PS] (0.05점) -> 13타 [GR / 10] (-1.05점)"
9248,3,-0.15,-0.15000000000000002,"1타 [TE] (0.1점) -> 2타 [GA / 8] (0.25점) -> 3타 [FB / 159] (-0.22점) -> 4타 [RO / 130] (-0.47점) -> 5타 [GR / 5] (1.1점) -> 6타 [GR / 7] (-0.9점)"
9249,5,-1.28,-1.2750000000000001,"1타 [TE] (0.75점) -> 2타 [TE] (-1.56점) -> 3타 [FW / 15] (0.48점) -> 4타 [GR / 8] (-0.95점)"
9256,5,3.52,3.515,"1타 [TE] (-1.07점) -> 2타 [RO / 68] (0.85점) -> 3타 [FB / 20] (0.85점) -> 4타 [GB / 26] (0.94점) -> 5타 [FB / 40] (-1.18점) -> 6타 [FW / 20] (-0.39점) -> 7타 [RO / 40] (0.52점) -> 8타 [GA / 20] (1점) -> 9타 [GA / 20] (0.6점) -> 10타 [GB / 23] (0.75점) -> 11타 [GA / 14] (1.25점) -> 12타 [GB / 22] (0.25점) -> 13타 [GR / 6] (-0.85점)"
9258,3,11.77,11.77,"1타 [TE] (1점) -> 2타 [TE] (0.24점) -> 3타 [FW / 27] (0.81점) -> 4타 [GR / 17] (0.62점) -> 5타 [GR / 7] (0.2점) -> 6타 [GR / 1] (1.95점) -> 7타 [GR / 10] (0.55점) -> 8타 [GR / 3] (1.45점) -> 9타 [GR / 10] (0.95점) -> 10타 [GR / 9] (0.7점) -> 11타 [GR / 4] (1점) -> 12타 [GR / 4] (1.25점) -> 13타 [GR / 8] (0.9점) -> 14타 [GR / 6] (0.95점) -> 15타 [GR / 5] (-0.8점)"
9259,3,8.87,8.87,"1타 [TE] (0.9점) -> 2타 [FW / 110] (1.11점) -> 3타 [PS] (0.57점) -> 4타 [FB / 27] (0.55점) -> 5타 [GA / 25] (-0.08점) -> 6타 [FW / 89] (1.25점) -> 7타 [FW / 89] (2점) -> 8타 [OB] (0.2점) -> 9타 [RO / 138] (0.32점) -> 10타 [GB / 16] (-0.08점) -> 11타 [FW / 136] (-0.02점) -> 12타 [FW / 10] (1.13점) -> 13타 [GB / 7] (1.05점) -> 14타 [GB / 26] (-0.08점) -> 15타 [FW / 126] (0.06점)"
9260,3,2.66,2.66,"1타 [TE] (1.18점) -> 2타 [FB / 100] (1.83점) -> 3타 [OB] (0.46점) -> 4타 [FB / 14] (0.2점) -> 5타 [GR / 9] (-1점)"
9261,3,8.68,8.675,"1타 [TE] (0.98점) -> 2타 [FB / 65] (1.35점) -> 3타 [RO / 141] (-0.36점) -> 4타 [FW / 10] (0.73점) -> 5타 [RO / 103] (0.13점) -> 6타 [FB / 44] (0.78점) -> 7타 [GB / 27] (0.25점) -> 8타 [FB / 103] (0.43점) -> 9타 [GB / 10] (0.7점) -> 10타 [GR / 18] (0.7점) -> 11타 [GR / 9] (1점) -> 12타 [GR / 9] (0.9점) -> 13타 [GR / 7] (0.7점) -> 14타 [GR / 3] (0.5점) -> 15타 [GR / 1] (-0.1점)"
9263,3,5.08,5.075,"1타 [TE] (0.93점) -> 2타 [RO / 60] (0.68점) -> 3타 [GB / 3] (-0.08점) -> 4타 [FW / 136] (-0.07점) -> 5타 [FW / 104] (0.36점) -> 6타 [RO / 103] (0.13점) -> 7타 [FB / 99] (-0.2점) -> 8타 [FW / 68] (0.61점) -> 9타 [FB / 65] (0.63점) -> 10타 [GB / 25] (0.75점) -> 11타 [GA / 24] (0.2점) -> 12타 [RO / 46] (1.18점) -> 13타 [RO / 46] (0.25점) -> 14타 [FB / 148] (-0.12점) -> 15타 [FB / 91] (-0.12점)"
9267,5,1.88,1.88,"1타 [TE] (-1.02점) -> 2타 [FB / 60] (1.25점) -> 3타 [RO / 126] (0.53점) -> 4타 [RO / 35] (1.02점) -> 5타 [FW / 113] (-0.79점) -> 6타 [GR / 1] (1.25점) -> 7타 [GR / 2] (-0.35점)"
9268,4,2.82,2.8150000000000004,"1타 [TE] (-0.05점) -> 2타 [FW / 121] (1.06점) -> 3타 [PS] (0.1점) -> 4타 [GA / 9] (-0.02점) -> 5타 [RO / 73] (-0.03점) -> 6타 [FW / 124] (0.16점) -> 7타 [GA / 8] (1.5점) -> 8타 [GB / 21] (0.66점) -> 9타 [FW / 45] (0.64점) -> 10타 [GR / 13] (-1.18점)"
9270,5,0.75,0.7500000000000002,"1타 [TE] (0.06점) -> 2타 [GR / 19] (0.29점) -> 3타 [GR / 3] (1.1점) -> 4타 [GR / 4] (-0.7점)"
9276,5,-1.83,-1.8250000000000002,"1타 [TE] (-0.82점) -> 2타 [FB / 101] (0.5점) -> 3타 [RO / 19] (-0.85점) -> 4타 [FW / 62] (0.31점) -> 5타 [GR / 8] (-0.95점)"
9277,5,-1.18,-1.1750000000000003,"1타 [TE] (-0.95점) -> 2타 [FW / 143] (0.61점) -> 3타 [GB / 30] (-0.08점) -> 4타 [FW / 87] (0.4점) -> 5타 [GR / 12] (-1.14점)"
9279,5,-0.18,-0.1750000000000007,"1타 [TE] (-1.52점) -> 2타 [RO / 15] (-0.62점) -> 3타 [RO / 51] (-0.7점) -> 4타 [RO / 69] (-0.6점) -> 5타 [RO / 98] (0.27점) -> 6타 [GA / 11] (1점) -> 7타 [GA / 17] (2점) -> 8타 [OB] (-0.65점) -> 9타 [GR / 2] (1점) -> 10타 [GR / 2] (-0.35점)"
9281,5,-2.25,-2.2500000000000004,"1타 [TE] (0.35점) -> 2타 [GB / 22] (-0.08점) -> 3타 [FW / 133] (-1.02점) -> 4타 [RO / 25] (-0.76점) -> 5타 [FW / 81] (-0.64점) -> 6타 [GR / 1] (-0.1점)"
9282,5,-0.25,-0.25,"1타 [TE] (0.03점) -> 2타 [GR / 17] (0.72점) -> 3타 [GR / 9] (-1점)"
9284,5,2.53,2.525,"1타 [TE] (0.1점) -> 2타 [GA / 25] (1.25점) -> 3타 [GB / 12] (0.25점) -> 4타 [FB / 88] (-0.73점) -> 5타 [GR / 2] (0.75점) -> 6타 [GR / 1] (1.5점) -> 7타 [GR / 3] (-0.6점)"
9285,5,2.75,2.7499999999999996,"1타 [TE] (-0.55점) -> 2타 [GR / 4] (1점) -> 3타 [GR / 4] (1.2점) -> 4타 [GR / 7] (0.95점) -> 5타 [GR / 6] (0.25점) -> 6타 [GR / 1] (-0.1점)"
9288,5,0.88,0.8750000000000001,"1타 [TE] (-0.72점) -> 2타 [FB / 121] (0.32점) -> 3타 [GB / 13] (1점) -> 4타 [GB / 9] (0.2점) -> 5타 [RO / 61] (0.18점) -> 6타 [GR / 11] (0.75점) -> 7타 [GR / 6] (-0.85점)"
9289,5,5.13,5.125000000000001,"1타 [TE] (-0.73점) -> 2타 [RO / 137] (1.48점) -> 3타 [PS] (0.08점) -> 4타 [RO / 41] (0.72점) -> 5타 [FW / 44] (1.46점) -> 6타 [FW / 44] (1점) -> 7타 [PS] (1.08점) -> 8타 [FB / 83] (0.27점) -> 9타 [GA / 24] (-0.57점) -> 10타 [FB / 101] (0.18점) -> 11타 [GA / 21] (-0.67점) -> 12타 [RO / 94] (-0.75점) -> 13타 [FB / 88] (0.52점) -> 14타 [GB / 10] (1점) -> 15타 [FB / 51] (0.08점)"
9290,4,-1.37,-1.375,"1타 [TE] (-0.4점) -> 2타 [GB / 15] (0.2점) -> 3타 [RO / 115] (0.11점) -> 4타 [GR / 17] (-1.28점)"
9291,5,-1.32,-1.325,"1타 [TE] (-1.52점) -> 2타 [FB / 14] (1.2점) -> 3타 [FB / 14] (-0.4점) -> 4타 [GR / 3] (-0.6점)"
